cliente_id,email_id,endereco,dominio,desde
CLI1018,EM1018,henrique.rodrigues33@outlook.com,outlook.com,2018-07-25
CLI1019,EM1019,joão.rodrigues387@hotmail.com,hotmail.com,2021-05-18
CLI1020,EM1020,caio.lima263@uol.com.br,uol.com.br,2022-12-12
CLI1021,EM1021,guilherme.pereira658@hotmail.com,hotmail.com,2024-04-15
CLI1022,EM1022,igor.gomes163@hotmail.com,hotmail.com,2019-06-20
CLI1023,EM1023,lucas.martins222@outlook.com,outlook.com,2025-03-29
CLI1024,EM1024,sabrina.costa439@gmail.com,gmail.com,2023-04-09
CLI1025,EM1025,patrícia.pereira179@gmail.com,gmail.com,2020-03-09
CLI1026,EM1026,eduarda.nascimento485@hotmail.com,hotmail.com,2023-07-21
CLI1027,EM1027,aline.santos415@gmail.com,gmail.com,2020-07-11
CLI1028,EM1028,karina.carvalho577@gmail.com,gmail.com,2020-06-30
CLI1029,EM1029,bruno.ferreira894@uol.com.br,uol.com.br,2023-07-06
CLI1030,EM1030,helena.oliveira802@outlook.com,outlook.com,2020-04-06
CLI1031,EM1031,débora.dias900@yahoo.com.br,yahoo.com.br,2018-02-15
CLI1032,EM1032,aline.dias347@hotmail.com,hotmail.com,2024-07-24
CLI1033,EM1033,juliana.rocha208@yahoo.com.br,yahoo.com.br,2021-03-05
CLI1034,EM1034,mariana.pereira161@yahoo.com.br,yahoo.com.br,2021-11-21
CLI1035,EM1035,daniel.rocha963@outlook.com,outlook.com,2022-01-28
CLI1036,EM1036,bruno.melo592@gmail.com,gmail.com,2021-07-23
CLI1037,EM1037,helena.silva482@uol.com.br,uol.com.br,2023-11-22
CLI1038,EM1038,juliana.souza690@uol.com.br,uol.com.br,2023-08-29
CLI1039,EM1039,gabriela.araujo712@yahoo.com.br,yahoo.com.br,2023-08-06
CLI1040,EM1040,mariana.silva486@hotmail.com,hotmail.com,2018-03-11
CLI1041,EM1041,eduarda.gomes966@gmail.com,gmail.com,2021-06-02
CLI1042,EM1042,karina.carvalho570@hotmail.com,hotmail.com,2023-02-09
CLI1043,EM1043,karina.souza408@hotmail.com,hotmail.com,2019-07-14
CLI1044,EM1044,joão.carvalho859@hotmail.com,hotmail.com,2025-05-07
CLI1045,EM1045,thiago.rodrigues613@gmail.com,gmail.com,2025-10-22
CLI1046,EM1046,thiago.dias269@uol.com.br,uol.com.br,2019-10-07
CLI1047,EM1047,carla.nascimento736@outlook.com,outlook.com,2018-04-03
CLI1048,EM1048,bruna.melo230@hotmail.com,hotmail.com,2024-08-09
CLI1049,EM1049,lucas.gomes174@outlook.com,outlook.com,2023-08-24
CLI1050,EM1050,patrícia.lima279@uol.com.br,uol.com.br,2021-01-09
CLI1051,EM1051,enzo.ribeiro221@yahoo.com.br,yahoo.com.br,2023-09-13
CLI1052,EM1052,ana.dias289@gmail.com,gmail.com,2020-09-16
CLI1053,EM1053,aline.melo506@uol.com.br,uol.com.br,2019-02-21
CLI1054,EM1054,vanessa.araujo11@outlook.com,outlook.com,2022-02-01
CLI1055,EM1055,helena.rodrigues916@gmail.com,gmail.com,2024-01-14
CLI1056,EM1056,karina.costa414@uol.com.br,uol.com.br,2024-06-07
CLI1057,EM1057,gabriela.barbosa978@hotmail.com,hotmail.com,2020-10-27
CLI1058,EM1058,isabela.rocha215@outlook.com,outlook.com,2019-09-12
CLI1059,EM1059,débora.oliveira498@uol.com.br,uol.com.br,2020-08-18
CLI1060,EM1060,joão.almeida807@yahoo.com.br,yahoo.com.br,2024-03-16
CLI1061,EM1061,nicolas.pereira597@outlook.com,outlook.com,2022-04-09
CLI1062,EM1062,lucas.barbosa569@gmail.com,gmail.com,2022-06-30
CLI1063,EM1063,caio.carvalho307@outlook.com,outlook.com,2022-05-27
CLI1064,EM1064,gabriela.araujo870@uol.com.br,uol.com.br,2025-05-14
CLI1065,EM1065,bruna.dias74@hotmail.com,hotmail.com,2021-12-25
CLI1066,EM1066,juliana.ribeiro126@uol.com.br,uol.com.br,2023-06-19
CLI1067,EM1067,débora.martins291@gmail.com,gmail.com,2022-09-13
CLI1068,EM1068,nicolas.carvalho421@uol.com.br,uol.com.br,2025-06-26
CLI1069,EM1069,thiago.rodrigues834@outlook.com,outlook.com,2024-04-06
CLI1070,EM1070,ana.rodrigues915@gmail.com,gmail.com,2019-06-22
CLI1071,EM1071,carla.pereira957@yahoo.com.br,yahoo.com.br,2018-06-14
CLI1072,EM1072,bruna.martins620@outlook.com,outlook.com,2022-01-31
CLI1073,EM1073,mariana.costa644@outlook.com,outlook.com,2018-12-13
CLI1074,EM1074,enzo.pereira373@uol.com.br,uol.com.br,2021-08-13
CLI1075,EM1075,aline.pereira400@yahoo.com.br,yahoo.com.br,2018-10-08
CLI1076,EM1076,mariana.melo895@gmail.com,gmail.com,2025-10-22
CLI1077,EM1077,fernanda.oliveira114@hotmail.com,hotmail.com,2018-07-29
CLI1078,EM1078,aline.martins42@uol.com.br,uol.com.br,2021-04-07
CLI1079,EM1079,enzo.melo614@gmail.com,gmail.com,2021-10-03
CLI1080,EM1080,eduarda.silva418@hotmail.com,hotmail.com,2022-08-08
CLI1081,EM1081,bruno.araujo166@hotmail.com,hotmail.com,2022-01-26
CLI1082,EM1082,enzo.silva159@outlook.com,outlook.com,2023-01-08
CLI1083,EM1083,vanessa.souza198@outlook.com,outlook.com,2022-09-19
CLI1084,EM1084,lucas.araujo275@yahoo.com.br,yahoo.com.br,2023-03-06
CLI1085,EM1085,mariana.barbosa959@hotmail.com,hotmail.com,2025-08-01
CLI1086,EM1086,daniel.almeida950@hotmail.com,hotmail.com,2021-08-14
CLI1087,EM1087,débora.ferreira297@gmail.com,gmail.com,2023-12-27
CLI1088,EM1088,isabela.lima30@hotmail.com,hotmail.com,2018-05-25
CLI1089,EM1089,carla.nascimento295@outlook.com,outlook.com,2018-02-04
CLI1090,EM1090,karina.costa806@uol.com.br,uol.com.br,2020-08-20
CLI1091,EM1091,isabela.martins295@hotmail.com,hotmail.com,2018-02-13
CLI1092,EM1092,otávio.araujo949@uol.com.br,uol.com.br,2019-01-18
CLI1093,EM1093,sabrina.melo658@gmail.com,gmail.com,2018-11-22
CLI1094,EM1094,felipe.ferreira100@hotmail.com,hotmail.com,2024-12-01
CLI1095,EM1095,karina.ribeiro15@outlook.com,outlook.com,2020-07-03
CLI1096,EM1096,juliana.ferreira314@gmail.com,gmail.com,2019-03-19
CLI1097,EM1097,thiago.carvalho988@yahoo.com.br,yahoo.com.br,2019-03-09
CLI1098,EM1098,karina.nascimento440@gmail.com,gmail.com,2018-07-25
CLI1099,EM1099,helena.ferreira247@hotmail.com,hotmail.com,2020-10-05
CLI1100,EM1100,thiago.araujo326@hotmail.com,hotmail.com,2022-06-10
CLI1101,EM1101,helena.ferreira71@outlook.com,outlook.com,2020-03-01
CLI1102,EM1102,fernanda.carvalho200@yahoo.com.br,yahoo.com.br,2023-07-27
CLI1103,EM1103,joão.martins793@yahoo.com.br,yahoo.com.br,2021-09-30
CLI1104,EM1104,débora.ferreira247@hotmail.com,hotmail.com,2021-12-13
CLI1105,EM1105,aline.oliveira281@gmail.com,gmail.com,2023-01-21
CLI1106,EM1106,vanessa.santos965@yahoo.com.br,yahoo.com.br,2018-07-16
CLI1107,EM1107,caio.ferreira867@uol.com.br,uol.com.br,2022-12-06
CLI1108,EM1108,isabela.pereira16@hotmail.com,hotmail.com,2018-09-04
CLI1109,EM1109,patrícia.nascimento227@hotmail.com,hotmail.com,2023-10-13
CLI1110,EM1110,felipe.melo656@uol.com.br,uol.com.br,2018-09-23
CLI1111,EM1111,vanessa.souza934@hotmail.com,hotmail.com,2022-10-26
CLI1112,EM1112,lucas.santos102@yahoo.com.br,yahoo.com.br,2024-05-14
CLI1113,EM1113,fernanda.santos90@yahoo.com.br,yahoo.com.br,2021-12-09
CLI1114,EM1114,bruno.nascimento605@hotmail.com,hotmail.com,2020-10-06
CLI1115,EM1115,henrique.pereira130@outlook.com,outlook.com,2024-09-15
CLI1116,EM1116,gabriela.melo513@gmail.com,gmail.com,2019-11-08
CLI1117,EM1117,joão.dias429@gmail.com,gmail.com,2019-09-15
CLI1118,EM1118,isabela.carvalho634@hotmail.com,hotmail.com,2021-02-12
CLI1119,EM1119,helena.rocha662@gmail.com,gmail.com,2021-05-16
CLI1120,EM1120,patrícia.ferreira862@outlook.com,outlook.com,2020-08-16
CLI1121,EM1121,gabriela.souza363@uol.com.br,uol.com.br,2019-02-18
CLI1122,EM1122,thiago.rodrigues293@outlook.com,outlook.com,2023-02-07
CLI1123,EM1123,aline.nascimento480@yahoo.com.br,yahoo.com.br,2021-08-20
CLI1124,EM1124,guilherme.costa752@outlook.com,outlook.com,2025-03-09
CLI1125,EM1125,aline.rodrigues968@outlook.com,outlook.com,2023-03-21
CLI1126,EM1126,karina.rocha993@yahoo.com.br,yahoo.com.br,2021-11-07
CLI1127,EM1127,débora.melo664@yahoo.com.br,yahoo.com.br,2024-08-22
CLI1128,EM1128,bruno.souza842@outlook.com,outlook.com,2024-09-08
CLI1129,EM1129,karina.carvalho62@hotmail.com,hotmail.com,2022-01-28
CLI1130,EM1130,caio.silva642@uol.com.br,uol.com.br,2022-10-28
CLI1131,EM1131,otávio.ribeiro210@outlook.com,outlook.com,2025-04-13
CLI1132,EM1132,fernanda.melo365@uol.com.br,uol.com.br,2018-07-16
CLI1133,EM1133,fernanda.rocha663@uol.com.br,uol.com.br,2020-02-15
CLI1134,EM1134,thiago.araujo867@hotmail.com,hotmail.com,2019-03-20
CLI1135,EM1135,carla.ferreira465@outlook.com,outlook.com,2021-03-10
CLI1136,EM1136,ana.pereira213@hotmail.com,hotmail.com,2022-07-13
CLI1137,EM1137,igor.dias628@hotmail.com,hotmail.com,2020-05-02
CLI1138,EM1138,carla.costa675@uol.com.br,uol.com.br,2024-04-08
CLI1139,EM1139,juliana.almeida942@uol.com.br,uol.com.br,2020-01-05
CLI1140,EM1140,mariana.santos835@yahoo.com.br,yahoo.com.br,2023-12-22
CLI1141,EM1141,felipe.barbosa456@hotmail.com,hotmail.com,2019-02-14
CLI1142,EM1142,gabriela.almeida966@outlook.com,outlook.com,2019-10-14
CLI1143,EM1143,ana.martins322@yahoo.com.br,yahoo.com.br,2018-08-30
CLI1144,EM1144,henrique.oliveira603@yahoo.com.br,yahoo.com.br,2019-07-04
CLI1145,EM1145,thiago.silva851@gmail.com,gmail.com,2023-03-13
CLI1146,EM1146,nicolas.ferreira982@yahoo.com.br,yahoo.com.br,2023-03-05
CLI1147,EM1147,mariana.ribeiro147@gmail.com,gmail.com,2025-08-18
CLI1148,EM1148,bruno.rocha968@hotmail.com,hotmail.com,2024-05-09
CLI1149,EM1149,nicolas.oliveira888@hotmail.com,hotmail.com,2022-07-02
CLI1150,EM1150,eduarda.costa381@gmail.com,gmail.com,2022-04-04
CLI1151,EM1151,fernanda.rodrigues878@gmail.com,gmail.com,2018-07-20
CLI1152,EM1152,caio.araujo120@uol.com.br,uol.com.br,2023-11-15
CLI1153,EM1153,débora.martins626@uol.com.br,uol.com.br,2018-11-27
CLI1154,EM1154,thiago.melo198@yahoo.com.br,yahoo.com.br,2025-09-02
CLI1155,EM1155,daniel.lima500@yahoo.com.br,yahoo.com.br,2020-11-30
CLI1156,EM1156,bruna.souza688@hotmail.com,hotmail.com,2019-02-01
CLI1157,EM1157,daniel.pereira905@hotmail.com,hotmail.com,2022-09-08
CLI1158,EM1158,mariana.barbosa398@outlook.com,outlook.com,2020-03-02
CLI1159,EM1159,fernanda.rocha692@uol.com.br,uol.com.br,2025-11-24
CLI1160,EM1160,helena.almeida88@hotmail.com,hotmail.com,2021-04-18
CLI1161,EM1161,karina.rodrigues913@yahoo.com.br,yahoo.com.br,2023-01-28
CLI1162,EM1162,enzo.carvalho733@gmail.com,gmail.com,2025-09-11
CLI1163,EM1163,henrique.ribeiro930@uol.com.br,uol.com.br,2025-04-22
CLI1164,EM1164,enzo.costa921@outlook.com,outlook.com,2024-07-30
CLI1165,EM1165,guilherme.souza733@gmail.com,gmail.com,2019-08-04
CLI1166,EM1166,mariana.lima776@gmail.com,gmail.com,2020-08-19
CLI1167,EM1167,rafael.souza248@gmail.com,gmail.com,2024-05-16
CLI1168,EM1168,guilherme.lima854@outlook.com,outlook.com,2023-08-10
CLI1169,EM1169,ana.souza489@outlook.com,outlook.com,2020-10-09
CLI1170,EM1170,sabrina.nascimento640@gmail.com,gmail.com,2018-03-27
CLI1171,EM1171,daniel.pereira113@yahoo.com.br,yahoo.com.br,2021-03-24
CLI1172,EM1172,mariana.carvalho159@yahoo.com.br,yahoo.com.br,2021-10-04
CLI1173,EM1173,débora.araujo447@gmail.com,gmail.com,2023-01-21
CLI1174,EM1174,gabriela.rocha433@gmail.com,gmail.com,2024-01-29
CLI1175,EM1175,karina.ribeiro207@hotmail.com,hotmail.com,2022-07-27
CLI1176,EM1176,enzo.martins886@gmail.com,gmail.com,2019-10-22
CLI1177,EM1177,karina.silva660@uol.com.br,uol.com.br,2018-11-12
CLI1178,EM1178,helena.lima559@outlook.com,outlook.com,2020-05-22
CLI1179,EM1179,karina.pereira164@yahoo.com.br,yahoo.com.br,2023-06-06
CLI1180,EM1180,henrique.pereira45@gmail.com,gmail.com,2023-03-30
CLI1181,EM1181,guilherme.araujo620@hotmail.com,hotmail.com,2018-07-21
CLI1182,EM1182,débora.lima162@yahoo.com.br,yahoo.com.br,2023-07-29
CLI1183,EM1183,karina.rocha72@outlook.com,outlook.com,2023-10-22
CLI1184,EM1184,sabrina.costa437@gmail.com,gmail.com,2018-08-16
CLI1185,EM1185,otávio.lima939@uol.com.br,uol.com.br,2024-09-21
CLI1186,EM1186,igor.ribeiro569@hotmail.com,hotmail.com,2019-01-04
CLI1187,EM1187,nicolas.rodrigues300@hotmail.com,hotmail.com,2021-11-13
CLI1188,EM1188,eduarda.rocha2@uol.com.br,uol.com.br,2023-03-08
CLI1189,EM1189,rafael.carvalho848@hotmail.com,hotmail.com,2020-01-28
CLI1190,EM1190,thiago.martins910@gmail.com,gmail.com,2022-10-16
CLI1191,EM1191,caio.carvalho855@yahoo.com.br,yahoo.com.br,2019-01-03
CLI1192,EM1192,ana.nascimento445@outlook.com,outlook.com,2020-07-14
CLI1193,EM1193,ana.costa625@yahoo.com.br,yahoo.com.br,2019-05-14
CLI1194,EM1194,helena.rodrigues630@outlook.com,outlook.com,2023-06-11
CLI1195,EM1195,vanessa.santos201@yahoo.com.br,yahoo.com.br,2024-01-19
CLI1196,EM1196,gabriela.nascimento779@outlook.com,outlook.com,2022-05-29
CLI1197,EM1197,henrique.ribeiro490@hotmail.com,hotmail.com,2025-05-27
CLI1198,EM1198,helena.barbosa601@gmail.com,gmail.com,2021-01-19
CLI1199,EM1199,enzo.almeida407@hotmail.com,hotmail.com,2025-05-19
CLI1200,EM1200,joão.melo358@uol.com.br,uol.com.br,2023-06-07
CLI1201,EM1201,aline.costa226@outlook.com,outlook.com,2021-01-07
CLI1202,EM1202,rafael.ribeiro916@gmail.com,gmail.com,2023-09-08
CLI1203,EM1203,carla.almeida94@outlook.com,outlook.com,2024-11-11
CLI1204,EM1204,felipe.martins832@hotmail.com,hotmail.com,2018-01-05
CLI1205,EM1205,igor.carvalho418@yahoo.com.br,yahoo.com.br,2024-05-05
CLI1206,EM1206,isabela.almeida342@outlook.com,outlook.com,2023-09-23
CLI1207,EM1207,bruna.pereira706@hotmail.com,hotmail.com,2018-11-24
CLI1208,EM1208,bruna.martins683@yahoo.com.br,yahoo.com.br,2023-12-12
CLI1209,EM1209,sabrina.melo287@hotmail.com,hotmail.com,2024-01-22
CLI1210,EM1210,nicolas.nascimento901@hotmail.com,hotmail.com,2020-05-22
CLI1211,EM1211,enzo.almeida730@hotmail.com,hotmail.com,2021-10-24
CLI1212,EM1212,mariana.martins539@uol.com.br,uol.com.br,2022-07-01
CLI1213,EM1213,helena.araujo829@outlook.com,outlook.com,2023-03-17
CLI1214,EM1214,vanessa.ferreira67@outlook.com,outlook.com,2019-02-25
CLI1215,EM1215,guilherme.martins724@hotmail.com,hotmail.com,2022-07-10
CLI1216,EM1216,joão.nascimento404@hotmail.com,hotmail.com,2018-03-21
CLI1217,EM1217,sabrina.ribeiro691@yahoo.com.br,yahoo.com.br,2019-08-04
CLI1218,EM1218,bruno.araujo916@outlook.com,outlook.com,2020-03-31
CLI1219,EM1219,igor.carvalho38@outlook.com,outlook.com,2022-08-19
CLI1220,EM1220,henrique.almeida620@yahoo.com.br,yahoo.com.br,2020-02-22
CLI1221,EM1221,lucas.gomes144@yahoo.com.br,yahoo.com.br,2022-02-07
CLI1222,EM1222,karina.rocha776@gmail.com,gmail.com,2021-09-29
CLI1223,EM1223,isabela.dias491@yahoo.com.br,yahoo.com.br,2022-04-15
CLI1224,EM1224,karina.nascimento443@uol.com.br,uol.com.br,2023-10-14
CLI1225,EM1225,helena.oliveira166@yahoo.com.br,yahoo.com.br,2019-12-30
CLI1226,EM1226,karina.ferreira455@uol.com.br,uol.com.br,2021-07-14
CLI1227,EM1227,felipe.rocha837@outlook.com,outlook.com,2018-10-16
CLI1228,EM1228,igor.martins595@uol.com.br,uol.com.br,2018-09-16
CLI1229,EM1229,otávio.silva638@yahoo.com.br,yahoo.com.br,2021-10-05
CLI1230,EM1230,daniel.almeida390@outlook.com,outlook.com,2018-10-21
CLI1231,EM1231,felipe.ribeiro26@outlook.com,outlook.com,2023-10-21
CLI1232,EM1232,nicolas.costa338@yahoo.com.br,yahoo.com.br,2020-06-04
CLI1233,EM1233,débora.dias821@gmail.com,gmail.com,2023-10-12
CLI1234,EM1234,fernanda.barbosa439@gmail.com,gmail.com,2018-11-19
CLI1235,EM1235,patrícia.gomes609@hotmail.com,hotmail.com,2023-07-11
CLI1236,EM1236,henrique.oliveira475@gmail.com,gmail.com,2018-10-18
CLI1237,EM1237,helena.nascimento105@hotmail.com,hotmail.com,2019-09-24
CLI1238,EM1238,carla.oliveira37@yahoo.com.br,yahoo.com.br,2025-08-11
CLI1239,EM1239,patrícia.almeida166@hotmail.com,hotmail.com,2018-11-27
CLI1240,EM1240,carla.ferreira17@yahoo.com.br,yahoo.com.br,2023-09-24
CLI1241,EM1241,felipe.martins21@hotmail.com,hotmail.com,2025-10-30
CLI1242,EM1242,rafael.silva719@uol.com.br,uol.com.br,2023-02-10
CLI1243,EM1243,vanessa.carvalho507@gmail.com,gmail.com,2024-07-18
CLI1244,EM1244,thiago.lima262@gmail.com,gmail.com,2025-08-10
CLI1245,EM1245,sabrina.almeida312@outlook.com,outlook.com,2023-08-03
CLI1246,EM1246,eduarda.rodrigues672@yahoo.com.br,yahoo.com.br,2020-07-27
CLI1247,EM1247,lucas.silva766@outlook.com,outlook.com,2020-01-17
CLI1248,EM1248,karina.almeida671@uol.com.br,uol.com.br,2024-10-23
CLI1249,EM1249,nicolas.carvalho402@outlook.com,outlook.com,2025-01-25
CLI1250,EM1250,rafael.melo485@outlook.com,outlook.com,2020-04-03
CLI1251,EM1251,vanessa.souza792@yahoo.com.br,yahoo.com.br,2023-07-08
CLI1252,EM1252,ana.araujo888@uol.com.br,uol.com.br,2023-05-07
CLI1253,EM1253,aline.melo370@gmail.com,gmail.com,2021-01-15
CLI1254,EM1254,caio.dias53@yahoo.com.br,yahoo.com.br,2018-03-07
CLI1255,EM1255,enzo.rodrigues714@yahoo.com.br,yahoo.com.br,2021-03-23
CLI1256,EM1256,fernanda.lima808@outlook.com,outlook.com,2023-03-02
CLI1257,EM1257,guilherme.nascimento344@uol.com.br,uol.com.br,2019-04-10
CLI1258,EM1258,joão.santos5@outlook.com,outlook.com,2019-09-06
CLI1259,EM1259,isabela.almeida352@hotmail.com,hotmail.com,2021-11-08
CLI1260,EM1260,vanessa.araujo845@hotmail.com,hotmail.com,2020-05-03
CLI1261,EM1261,felipe.dias245@outlook.com,outlook.com,2023-10-28
CLI1262,EM1262,sabrina.silva837@outlook.com,outlook.com,2025-01-15
CLI1263,EM1263,karina.dias537@outlook.com,outlook.com,2019-12-06
CLI1264,EM1264,caio.pereira351@gmail.com,gmail.com,2020-12-25
CLI1265,EM1265,mariana.rocha332@gmail.com,gmail.com,2020-11-19
CLI1266,EM1266,henrique.santos706@yahoo.com.br,yahoo.com.br,2018-04-20
CLI1267,EM1267,enzo.pereira426@yahoo.com.br,yahoo.com.br,2018-07-18
CLI1268,EM1268,ana.carvalho867@gmail.com,gmail.com,2025-10-30
CLI1269,EM1269,caio.oliveira264@gmail.com,gmail.com,2020-04-23
CLI1270,EM1270,rafael.martins524@yahoo.com.br,yahoo.com.br,2023-12-14
CLI1271,EM1271,daniel.gomes240@gmail.com,gmail.com,2019-04-05
CLI1272,EM1272,enzo.dias345@gmail.com,gmail.com,2021-06-07
CLI1273,EM1273,gabriela.barbosa739@uol.com.br,uol.com.br,2019-08-28
CLI1274,EM1274,vanessa.ferreira693@gmail.com,gmail.com,2020-06-09
CLI1275,EM1275,vanessa.santos942@uol.com.br,uol.com.br,2018-12-07
CLI1276,EM1276,aline.almeida299@hotmail.com,hotmail.com,2024-07-16
CLI1277,EM1277,joão.rodrigues376@gmail.com,gmail.com,2025-10-23
CLI1278,EM1278,isabela.silva483@outlook.com,outlook.com,2023-02-26
CLI1279,EM1279,bruno.melo66@gmail.com,gmail.com,2021-08-02
CLI1280,EM1280,caio.gomes199@gmail.com,gmail.com,2023-08-17
CLI1281,EM1281,henrique.araujo231@gmail.com,gmail.com,2019-11-28
CLI1282,EM1282,lucas.oliveira110@outlook.com,outlook.com,2024-06-01
CLI1283,EM1283,karina.ribeiro620@hotmail.com,hotmail.com,2022-05-03
CLI1284,EM1284,bruna.rocha115@yahoo.com.br,yahoo.com.br,2025-03-25
CLI1285,EM1285,otávio.rocha840@uol.com.br,uol.com.br,2025-05-04
CLI1286,EM1286,helena.dias922@gmail.com,gmail.com,2025-07-02
CLI1287,EM1287,rafael.souza117@gmail.com,gmail.com,2019-04-23
CLI1288,EM1288,rafael.martins453@outlook.com,outlook.com,2018-09-11
CLI1289,EM1289,igor.barbosa281@outlook.com,outlook.com,2023-04-09
CLI1290,EM1290,guilherme.almeida387@uol.com.br,uol.com.br,2022-06-28
CLI1291,EM1291,carla.lima654@outlook.com,outlook.com,2020-03-14
CLI1292,EM1292,vanessa.dias49@hotmail.com,hotmail.com,2020-01-14
CLI1293,EM1293,caio.melo702@yahoo.com.br,yahoo.com.br,2020-07-02
CLI1294,EM1294,bruno.melo555@uol.com.br,uol.com.br,2019-10-23
CLI1295,EM1295,mariana.costa74@gmail.com,gmail.com,2020-02-19
CLI1296,EM1296,ana.rodrigues103@uol.com.br,uol.com.br,2025-09-30
CLI1297,EM1297,fernanda.rocha674@uol.com.br,uol.com.br,2023-10-11
CLI1298,EM1298,joão.nascimento758@hotmail.com,hotmail.com,2020-09-24
CLI1299,EM1299,enzo.ferreira862@gmail.com,gmail.com,2024-12-19
CLI1300,EM1300,daniel.ferreira615@gmail.com,gmail.com,2025-01-22
CLI1301,EM1301,ana.barbosa189@gmail.com,gmail.com,2024-04-04
CLI1302,EM1302,igor.ribeiro800@gmail.com,gmail.com,2024-02-28
CLI1303,EM1303,bruna.almeida575@outlook.com,outlook.com,2022-05-29
CLI1304,EM1304,henrique.almeida7@uol.com.br,uol.com.br,2025-10-27
CLI1305,EM1305,rafael.lima818@outlook.com,outlook.com,2021-06-09
CLI1306,EM1306,patrícia.almeida405@outlook.com,outlook.com,2021-12-15
CLI1307,EM1307,helena.oliveira511@gmail.com,gmail.com,2020-10-29
CLI1308,EM1308,nicolas.santos513@yahoo.com.br,yahoo.com.br,2025-12-03
CLI1309,EM1309,otávio.nascimento138@yahoo.com.br,yahoo.com.br,2025-01-20
CLI1310,EM1310,vanessa.barbosa507@hotmail.com,hotmail.com,2018-02-10
CLI1311,EM1311,lucas.lima843@gmail.com,gmail.com,2020-03-27
CLI1312,EM1312,patrícia.costa985@gmail.com,gmail.com,2021-11-20
CLI1313,EM1313,vanessa.barbosa210@hotmail.com,hotmail.com,2025-07-09
CLI1314,EM1314,isabela.nascimento701@outlook.com,outlook.com,2021-02-27
CLI1315,EM1315,gabriela.araujo116@uol.com.br,uol.com.br,2019-04-06
CLI1316,EM1316,henrique.martins28@outlook.com,outlook.com,2021-12-23
CLI1317,EM1317,mariana.rocha925@yahoo.com.br,yahoo.com.br,2019-05-24
CLI1318,EM1318,gabriela.lima285@uol.com.br,uol.com.br,2020-02-24
CLI1319,EM1319,felipe.souza784@outlook.com,outlook.com,2021-05-28
CLI1320,EM1320,gabriela.santos393@outlook.com,outlook.com,2018-05-11
CLI1321,EM1321,henrique.pereira761@hotmail.com,hotmail.com,2024-12-29
CLI1322,EM1322,fernanda.martins161@outlook.com,outlook.com,2018-02-04
CLI1323,EM1323,daniel.souza117@yahoo.com.br,yahoo.com.br,2023-08-03
CLI1324,EM1324,bruna.gomes747@uol.com.br,uol.com.br,2021-12-20
CLI1325,EM1325,caio.araujo59@outlook.com,outlook.com,2022-02-26
CLI1326,EM1326,karina.silva560@yahoo.com.br,yahoo.com.br,2020-10-11
CLI1327,EM1327,felipe.martins548@gmail.com,gmail.com,2024-09-01
CLI1328,EM1328,bruna.dias417@hotmail.com,hotmail.com,2025-07-30
CLI1329,EM1329,mariana.silva473@outlook.com,outlook.com,2021-06-24
CLI1330,EM1330,patrícia.ferreira612@outlook.com,outlook.com,2022-04-09
CLI1331,EM1331,caio.ferreira588@hotmail.com,hotmail.com,2023-03-16
CLI1332,EM1332,helena.ferreira117@hotmail.com,hotmail.com,2022-08-15
CLI1333,EM1333,joão.rocha815@hotmail.com,hotmail.com,2021-02-10
CLI1334,EM1334,enzo.araujo822@hotmail.com,hotmail.com,2018-05-22
CLI1335,EM1335,helena.ferreira773@gmail.com,gmail.com,2025-06-03
CLI1336,EM1336,helena.nascimento768@outlook.com,outlook.com,2023-10-04
CLI1337,EM1337,felipe.nascimento926@hotmail.com,hotmail.com,2020-10-11
CLI1338,EM1338,igor.barbosa619@hotmail.com,hotmail.com,2018-07-02
CLI1339,EM1339,rafael.melo72@uol.com.br,uol.com.br,2019-10-05
CLI1340,EM1340,mariana.gomes920@hotmail.com,hotmail.com,2022-01-31
CLI1341,EM1341,helena.dias405@hotmail.com,hotmail.com,2020-06-07
CLI1342,EM1342,caio.araujo258@outlook.com,outlook.com,2020-08-24
CLI1343,EM1343,joão.ribeiro618@hotmail.com,hotmail.com,2025-04-05
CLI1344,EM1344,carla.ribeiro48@uol.com.br,uol.com.br,2018-09-05
CLI1345,EM1345,bruno.silva285@gmail.com,gmail.com,2024-03-15
CLI1346,EM1346,lucas.santos969@gmail.com,gmail.com,2021-08-05
CLI1347,EM1347,bruna.rocha987@uol.com.br,uol.com.br,2021-04-06
CLI1348,EM1348,eduarda.almeida124@yahoo.com.br,yahoo.com.br,2021-04-27
CLI1349,EM1349,gabriela.carvalho667@hotmail.com,hotmail.com,2020-01-02
CLI1350,EM1350,helena.santos831@gmail.com,gmail.com,2025-12-31
CLI1351,EM1351,daniel.oliveira316@gmail.com,gmail.com,2020-09-25
CLI1352,EM1352,bruna.dias173@outlook.com,outlook.com,2022-05-21
CLI1353,EM1353,patrícia.martins8@uol.com.br,uol.com.br,2021-04-04
CLI1354,EM1354,otávio.rodrigues754@uol.com.br,uol.com.br,2020-12-28
CLI1355,EM1355,carla.pereira822@uol.com.br,uol.com.br,2018-10-22
CLI1356,EM1356,lucas.souza553@uol.com.br,uol.com.br,2020-03-17
CLI1357,EM1357,henrique.nascimento138@outlook.com,outlook.com,2019-05-09
CLI1358,EM1358,sabrina.carvalho684@gmail.com,gmail.com,2020-01-27
CLI1359,EM1359,guilherme.ribeiro186@uol.com.br,uol.com.br,2018-04-24
