cliente_id,nome,cpf,dataNascimento,cidade,estado,segmento,dataCadastro
CLI0822,Carla Ferreira,822.689.158-20,1985-08-23,Rio de Janeiro,RJ,Universitário,2018-02-13
CLI0823,Patrícia Barbosa,823.801.793-78,1971-03-09,Recife,PE,Universitário,2018-02-26
CLI0824,Henrique Barbosa,824.800.723-15,2000-04-01,São Paulo,SP,Premium,2025-07-25
CLI0825,Carla Ribeiro,825.959.236-75,1991-09-11,Brasília,DF,Varejo,2022-09-28
CLI0826,João Gomes,826.594.400-43,1979-02-11,Rio de Janeiro,RJ,Varejo,2025-01-29
CLI0827,Juliana Araujo,827.732.968-72,1965-02-27,Campinas,SP,Private,2018-01-25
CLI0828,Mariana Ribeiro,828.109.203-65,2004-02-22,Salvador,BA,Premium,2018-12-14
CLI0829,Daniel Melo,829.107.259-94,1982-06-10,Brasília,DF,Premium,2023-04-12
CLI0830,Daniel Araujo,830.772.959-66,1974-07-08,Recife,PE,Premium,2021-12-19
CLI0831,Gabriela Gomes,831.141.236-60,1997-10-10,Recife,PE,Private,2018-05-10
CLI0832,Daniel Carvalho,832.600.663-73,1971-06-07,Fortaleza,CE,Private,2022-06-26
CLI0833,Daniel Souza,833.911.121-26,1973-12-14,Brasília,DF,Private,2023-08-11
CLI0834,Vanessa Silva,834.544.591-47,1985-04-26,São Paulo,SP,Universitário,2018-12-05
CLI0835,Henrique Lima,835.885.217-43,1982-03-11,Recife,PE,Universitário,2020-03-23
CLI0836,Gabriela Dias,836.744.749-29,1980-07-30,Rio de Janeiro,RJ,Varejo,2019-06-26
CLI0837,Nicolas Silva,837.731.304-21,1964-07-27,Recife,PE,Universitário,2022-07-27
CLI0838,Bruno Barbosa,838.537.759-16,1987-04-19,Curitiba,PR,Varejo,2021-01-07
CLI0839,Henrique Costa,839.148.286-15,1960-01-18,Salvador,BA,Varejo,2025-05-29
CLI0840,Nicolas Ferreira,840.358.603-56,1989-12-27,Fortaleza,CE,Private,2019-04-02
CLI0841,Karina Ribeiro,841.859.929-56,1993-05-03,Rio de Janeiro,RJ,Premium,2025-04-17
CLI0842,Aline Nascimento,842.223.142-85,1977-01-31,Rio de Janeiro,RJ,Premium,2025-11-26
CLI0843,Sabrina Nascimento,843.451.408-70,1978-02-14,Fortaleza,CE,Premium,2018-06-29
CLI0844,Igor Ribeiro,844.559.744-25,1999-02-15,Porto Alegre,RS,Varejo,2023-06-01
CLI0845,Felipe Nascimento,845.380.813-26,1985-12-26,Recife,PE,Varejo,2024-05-08
CLI0846,Bruna Rocha,846.991.625-19,1974-11-06,Curitiba,PR,Universitário,2023-09-18
CLI0847,Vanessa Lima,847.311.288-10,1974-05-09,Recife,PE,Premium,2024-08-22
CLI0848,João Pereira,848.403.825-44,1970-09-07,Brasília,DF,Premium,2020-07-06
CLI0849,Aline Rodrigues,849.384.236-44,1964-08-15,São Paulo,SP,Premium,2020-05-10
CLI0850,Carla Rocha,850.370.839-27,1996-08-19,Salvador,BA,Private,2021-08-22
CLI0851,Henrique Lima,851.280.362-12,1969-07-19,São Paulo,SP,Universitário,2025-05-02
CLI0852,Karina Lima,852.308.695-90,1995-06-24,Campinas,SP,Premium,2023-01-02
CLI0853,Eduarda Melo,853.195.607-33,2001-03-19,Curitiba,PR,Premium,2019-12-23
CLI0854,Felipe Ferreira,854.937.503-97,1976-11-07,Belo Horizonte,MG,Varejo,2019-08-11
CLI0855,Daniel Barbosa,855.240.844-11,1968-12-11,Rio de Janeiro,RJ,Universitário,2022-04-22
CLI0856,Eduarda Nascimento,856.113.911-11,1969-07-16,São Paulo,SP,Private,2025-12-07
CLI0857,Guilherme Ferreira,857.414.439-71,1973-11-11,Rio de Janeiro,RJ,Premium,2018-08-17
CLI0858,Sabrina Gomes,858.205.623-63,1972-09-21,Brasília,DF,Varejo,2020-07-07
CLI0859,Lucas Gomes,859.331.800-59,1970-01-31,São Paulo,SP,Universitário,2019-11-26
CLI0860,Daniel Ribeiro,860.186.144-87,1973-07-22,Porto Alegre,RS,Premium,2022-10-22
CLI0861,Eduarda Gomes,861.739.937-46,1991-04-03,Brasília,DF,Varejo,2021-01-15
CLI0862,Fernanda Silva,862.982.252-93,1973-02-24,Porto Alegre,RS,Private,2019-08-29
CLI0863,Daniel Dias,863.537.844-45,1972-12-23,Recife,PE,Varejo,2021-08-16
CLI0864,Patrícia Carvalho,864.716.912-91,1989-11-30,Recife,PE,Premium,2025-05-02
CLI0865,Sabrina Rocha,865.604.645-78,1980-08-23,Curitiba,PR,Universitário,2018-12-09
CLI0866,Caio Oliveira,866.340.470-10,1978-03-28,Campinas,SP,Varejo,2022-01-24
CLI0867,Bruno Ribeiro,867.469.969-27,1986-06-09,Brasília,DF,Universitário,2019-08-14
CLI0868,Débora Rodrigues,868.220.812-28,1993-11-11,Recife,PE,Varejo,2025-10-22
CLI0869,Patrícia Nascimento,869.991.261-13,1973-03-06,Recife,PE,Private,2019-08-02
CLI0870,Eduarda Ferreira,870.581.861-27,1986-11-14,Campinas,SP,Universitário,2022-08-13
CLI0871,Daniel Rodrigues,871.161.757-14,1975-07-28,Salvador,BA,Premium,2018-02-14
CLI0872,Caio Pereira,872.533.260-44,1968-03-31,Fortaleza,CE,Universitário,2019-05-28
CLI0873,Mariana Ferreira,873.942.863-81,1966-12-04,Curitiba,PR,Universitário,2023-05-10
CLI0874,Gabriela Lima,874.211.206-19,1992-07-16,Recife,PE,Private,2018-04-25
CLI0875,Carla Almeida,875.711.111-49,1976-11-03,Curitiba,PR,Premium,2025-02-27
CLI0876,Thiago Melo,876.146.149-50,1968-05-12,Rio de Janeiro,RJ,Private,2018-02-04
CLI0877,Rafael Almeida,877.422.869-60,1991-12-04,Salvador,BA,Premium,2025-11-18
CLI0878,Thiago Martins,878.588.700-14,1986-01-10,Brasília,DF,Premium,2019-09-13
CLI0879,Igor Almeida,879.926.797-93,1972-08-20,Fortaleza,CE,Premium,2023-08-17
CLI0880,Otávio Rodrigues,880.447.397-56,1998-08-28,Brasília,DF,Varejo,2025-12-29
CLI0881,Eduarda Dias,881.742.609-22,1961-05-04,Recife,PE,Premium,2021-06-21
CLI0882,Felipe Gomes,882.265.169-45,1992-08-05,Rio de Janeiro,RJ,Private,2019-01-01
CLI0883,Patrícia Lima,883.881.997-66,1972-08-07,Rio de Janeiro,RJ,Varejo,2024-05-18
CLI0884,Otávio Ribeiro,884.624.965-89,1988-02-20,Porto Alegre,RS,Private,2018-12-08
CLI0885,Vanessa Santos,885.858.909-41,1960-09-17,Recife,PE,Premium,2019-03-08
CLI0886,Mariana Araujo,886.785.195-54,2001-10-17,Recife,PE,Universitário,2025-03-16
CLI0887,Daniel Oliveira,887.284.849-23,1995-08-12,Brasília,DF,Universitário,2020-03-28
CLI0888,Gabriela Melo,888.217.385-68,1963-06-08,Salvador,BA,Premium,2023-04-09
CLI0889,Vanessa Martins,889.163.927-56,1998-08-02,Belo Horizonte,MG,Universitário,2020-05-24
CLI0890,Eduarda Oliveira,890.380.514-20,1986-10-06,Recife,PE,Universitário,2022-09-16
CLI0891,Guilherme Santos,891.194.538-53,1986-08-20,Brasília,DF,Premium,2020-03-24
CLI0892,Lucas Dias,892.498.942-11,1977-10-24,Fortaleza,CE,Varejo,2025-06-28
CLI0893,Ana Rodrigues,893.569.251-73,1988-05-21,Campinas,SP,Varejo,2025-07-23
CLI0894,Aline Araujo,894.754.692-22,1963-04-10,São Paulo,SP,Premium,2020-02-08
CLI0895,Gabriela Ribeiro,895.314.295-96,1961-04-15,Recife,PE,Private,2022-01-30
CLI0896,Caio Melo,896.764.566-62,1996-10-25,Brasília,DF,Private,2021-12-13
CLI0897,Juliana Ferreira,897.569.538-57,1975-11-14,Brasília,DF,Premium,2024-02-02
CLI0898,Carla Souza,898.191.765-12,1996-11-23,Recife,PE,Varejo,2023-07-27
CLI0899,Aline Araujo,899.615.695-14,1986-01-03,Campinas,SP,Universitário,2020-05-17
CLI0900,Lucas Araujo,900.522.940-92,1995-07-05,Recife,PE,Varejo,2022-03-15
CLI0901,João Carvalho,901.789.347-10,1997-03-11,Curitiba,PR,Varejo,2018-03-05
CLI0902,Karina Ferreira,902.685.540-40,1995-02-10,Brasília,DF,Premium,2024-11-29
CLI0903,Eduarda Martins,903.845.277-61,1988-07-16,Recife,PE,Premium,2022-11-27
CLI0904,Guilherme Lima,904.957.666-30,1988-12-03,Belo Horizonte,MG,Premium,2019-01-17
CLI0905,Ana Nascimento,905.824.656-20,1994-04-22,Rio de Janeiro,RJ,Varejo,2019-06-19
CLI0906,Gabriela Rocha,906.960.351-58,1983-05-15,Salvador,BA,Varejo,2021-01-31
CLI0907,Aline Dias,907.987.205-24,2001-03-10,Rio de Janeiro,RJ,Varejo,2019-03-15
CLI0908,Juliana Almeida,908.500.203-72,1961-12-20,Belo Horizonte,MG,Universitário,2018-10-29
CLI0909,Gabriela Carvalho,909.484.421-91,2000-06-13,Fortaleza,CE,Premium,2020-01-07
CLI0910,Karina Ribeiro,910.595.728-86,1960-06-13,Campinas,SP,Premium,2023-11-08
CLI0911,Vanessa Silva,911.648.123-76,2005-11-28,Porto Alegre,RS,Premium,2020-06-04
CLI0912,Carla Rodrigues,912.374.380-71,1977-11-15,Curitiba,PR,Varejo,2021-11-28
CLI0913,Nicolas Barbosa,913.509.297-42,1975-07-08,Brasília,DF,Premium,2025-09-15
CLI0914,Felipe Almeida,914.839.599-65,2000-01-10,Recife,PE,Universitário,2024-09-08
CLI0915,Vanessa Martins,915.539.304-82,1991-08-30,Porto Alegre,RS,Private,2025-02-04
CLI0916,Thiago Carvalho,916.400.718-92,1991-08-08,São Paulo,SP,Universitário,2018-05-03
CLI0917,Fernanda Ferreira,917.466.351-19,1979-04-22,Rio de Janeiro,RJ,Private,2022-03-04
CLI0918,Gabriela Araujo,918.681.914-51,1980-11-14,São Paulo,SP,Varejo,2022-04-29
CLI0919,Daniel Rocha,919.384.833-87,1966-09-17,Porto Alegre,RS,Universitário,2025-08-26
CLI0920,Patrícia Santos,920.381.531-25,1971-02-18,Salvador,BA,Universitário,2019-12-02
CLI0921,Thiago Silva,921.391.118-92,1960-06-01,Campinas,SP,Universitário,2021-03-10
CLI0922,Karina Silva,922.171.581-22,1997-03-28,São Paulo,SP,Private,2021-01-30
CLI0923,Carla Rocha,923.893.420-73,1964-03-22,Salvador,BA,Universitário,2021-05-07
CLI0924,Ana Pereira,924.148.945-11,1972-06-12,Rio de Janeiro,RJ,Varejo,2021-08-15
CLI0925,Débora Ribeiro,925.935.650-10,1964-09-16,Recife,PE,Private,2018-06-26
CLI0926,Isabela Ferreira,926.241.697-68,1970-10-03,Rio de Janeiro,RJ,Premium,2021-07-31
CLI0927,Aline Araujo,927.784.225-76,1981-07-30,Belo Horizonte,MG,Universitário,2025-06-01
CLI0928,Caio Oliveira,928.461.671-41,1978-06-21,Fortaleza,CE,Varejo,2018-11-04
CLI0929,Otávio Martins,929.292.599-23,1990-07-17,Fortaleza,CE,Premium,2024-08-15
CLI0930,Caio Araujo,930.771.257-74,1969-06-24,Salvador,BA,Premium,2020-06-15
CLI0931,Enzo Martins,931.292.170-45,1997-12-15,Salvador,BA,Premium,2025-09-11
CLI0932,Henrique Silva,932.571.291-44,1962-07-25,Rio de Janeiro,RJ,Universitário,2025-06-04
CLI0933,Juliana Rocha,933.186.462-65,1979-01-09,Brasília,DF,Premium,2022-06-14
CLI0934,Bruno Martins,934.849.532-34,1986-05-17,São Paulo,SP,Premium,2022-07-08
CLI0935,Rafael Carvalho,935.211.797-16,1982-05-02,Belo Horizonte,MG,Varejo,2020-06-18
CLI0936,Isabela Pereira,936.735.816-61,1995-02-28,Campinas,SP,Universitário,2019-02-19
CLI0937,Gabriela Ferreira,937.904.308-54,1985-11-01,Curitiba,PR,Private,2018-01-13
CLI0938,Felipe Costa,938.797.171-31,1976-10-21,Campinas,SP,Private,2023-02-08
CLI0939,Nicolas Costa,939.121.281-43,1966-11-27,Belo Horizonte,MG,Premium,2025-08-14
CLI0940,Patrícia Pereira,940.583.212-15,1961-07-23,Salvador,BA,Private,2020-07-24
CLI0941,Daniel Gomes,941.923.853-52,2000-08-09,Brasília,DF,Universitário,2021-12-07
CLI0942,Guilherme Ribeiro,942.408.827-52,2003-06-15,Fortaleza,CE,Varejo,2021-01-10
CLI0943,Nicolas Pereira,943.775.245-55,2004-08-29,Brasília,DF,Varejo,2020-09-27
CLI0944,Juliana Martins,944.754.210-45,2000-04-21,Recife,PE,Premium,2020-12-22
CLI0945,Thiago Carvalho,945.382.416-34,1963-09-08,Salvador,BA,Private,2024-11-13
CLI0946,João Souza,946.108.610-97,1973-03-14,Campinas,SP,Universitário,2025-08-21
CLI0947,João Melo,947.395.166-47,1961-05-25,Belo Horizonte,MG,Universitário,2018-06-17
CLI0948,Nicolas Ribeiro,948.776.954-10,1964-06-23,Rio de Janeiro,RJ,Private,2019-07-19
CLI0949,Carla Lima,949.246.850-35,1998-10-05,Salvador,BA,Varejo,2021-04-06
CLI0950,Mariana Souza,950.367.409-86,1987-11-17,Salvador,BA,Premium,2024-04-28
CLI0951,Bruna Almeida,951.356.238-63,1977-11-24,Recife,PE,Private,2021-06-03
CLI0952,Daniel Rodrigues,952.639.552-98,1988-02-07,Fortaleza,CE,Private,2023-04-03
CLI0953,Otávio Silva,953.672.127-63,1967-12-07,Salvador,BA,Premium,2024-11-24
CLI0954,Bruno Martins,954.228.512-95,1960-07-14,Campinas,SP,Universitário,2023-10-23
CLI0955,Bruno Lima,955.949.765-23,1989-12-01,Fortaleza,CE,Varejo,2021-04-05
CLI0956,Caio Almeida,956.628.247-81,2004-06-08,São Paulo,SP,Premium,2020-07-04
CLI0957,Fernanda Melo,957.738.804-35,1970-04-16,Belo Horizonte,MG,Varejo,2018-01-01
CLI0958,Patrícia Silva,958.952.617-66,1995-01-19,Brasília,DF,Varejo,2019-05-14
CLI0959,Guilherme Rocha,959.366.941-88,1999-05-25,Porto Alegre,RS,Varejo,2022-11-06
CLI0960,Felipe Barbosa,960.859.816-79,1977-12-22,Belo Horizonte,MG,Universitário,2023-05-22
CLI0961,Lucas Lima,961.500.495-99,1969-08-18,Porto Alegre,RS,Universitário,2022-09-04
CLI0962,Ana Dias,962.410.134-92,1999-11-16,Porto Alegre,RS,Varejo,2021-12-23
CLI0963,Ana Ferreira,963.466.612-74,1978-11-28,Belo Horizonte,MG,Private,2025-12-02
CLI0964,Otávio Rodrigues,964.385.903-94,1987-03-06,Belo Horizonte,MG,Universitário,2018-10-07
CLI0965,Thiago Barbosa,965.894.774-77,1983-04-04,Fortaleza,CE,Premium,2025-10-29
CLI0966,Bruno Silva,966.972.850-30,1980-10-14,Salvador,BA,Varejo,2025-06-17
CLI0967,Enzo Pereira,967.890.927-40,1969-06-16,Rio de Janeiro,RJ,Premium,2022-04-23
CLI0968,Bruno Oliveira,968.552.881-57,1962-08-23,Rio de Janeiro,RJ,Premium,2021-08-08
CLI0969,Aline Dias,969.669.304-35,1982-08-26,Rio de Janeiro,RJ,Universitário,2022-11-28
CLI0970,Carla Dias,970.124.744-95,1968-08-18,Belo Horizonte,MG,Premium,2018-05-17
CLI0971,Enzo Carvalho,971.681.659-19,1990-07-26,Belo Horizonte,MG,Premium,2025-08-26
CLI0972,Rafael Ribeiro,972.465.733-81,1972-05-14,Brasília,DF,Varejo,2022-12-03
CLI0973,Eduarda Barbosa,973.405.203-25,2004-09-27,Recife,PE,Premium,2018-07-30
CLI0974,Juliana Lima,974.499.820-55,1966-02-04,Curitiba,PR,Premium,2021-03-25
CLI0975,Mariana Nascimento,975.158.659-99,1969-12-12,Rio de Janeiro,RJ,Universitário,2020-12-13
CLI0976,Eduarda Almeida,976.660.936-52,1965-08-04,Recife,PE,Premium,2023-07-15
CLI0977,Lucas Oliveira,977.526.712-88,1967-03-25,Rio de Janeiro,RJ,Universitário,2019-06-15
CLI0978,Nicolas Melo,978.410.900-39,1961-12-03,São Paulo,SP,Varejo,2018-04-18
CLI0979,Sabrina Melo,979.153.496-58,1971-03-27,Curitiba,PR,Universitário,2025-11-12
CLI0980,Lucas Almeida,980.451.547-17,1981-05-14,Fortaleza,CE,Premium,2019-01-12
CLI0981,Fernanda Silva,981.994.837-41,1965-02-06,Campinas,SP,Varejo,2018-08-21
CLI0982,João Rodrigues,982.720.507-71,1970-12-24,São Paulo,SP,Varejo,2018-11-09
CLI0983,Patrícia Ribeiro,983.979.325-66,1987-02-27,Porto Alegre,RS,Private,2024-03-08
CLI0984,Caio Rocha,984.615.206-16,1991-02-05,Brasília,DF,Universitário,2025-11-29
CLI0985,Juliana Rodrigues,985.961.633-39,1987-05-11,Campinas,SP,Premium,2019-05-18
CLI0986,Aline Araujo,986.216.121-73,1963-01-11,Belo Horizonte,MG,Private,2021-02-12
CLI0987,Isabela Nascimento,987.493.607-12,1994-04-28,Campinas,SP,Universitário,2022-12-24
CLI0988,Bruna Gomes,988.132.654-54,1962-05-01,Belo Horizonte,MG,Private,2020-12-11
CLI0989,Débora Nascimento,989.544.986-64,1965-02-14,Campinas,SP,Varejo,2024-03-16
CLI0990,Nicolas Dias,990.836.681-76,1983-05-02,Porto Alegre,RS,Premium,2022-04-11
CLI0991,Juliana Silva,991.387.918-97,1984-08-13,Fortaleza,CE,Varejo,2020-10-20
CLI0992,Lucas Lima,992.775.356-93,1961-02-08,Campinas,SP,Varejo,2021-06-11
CLI0993,Otávio Araujo,993.117.550-11,2001-11-05,Campinas,SP,Varejo,2022-01-09
CLI0994,Isabela Nascimento,994.664.421-18,1999-07-07,Curitiba,PR,Premium,2020-11-22
CLI0995,Henrique Ferreira,995.250.992-89,1964-06-12,Porto Alegre,RS,Premium,2019-04-14
CLI0996,Bruno Rocha,996.834.333-17,1983-03-29,Brasília,DF,Private,2018-03-08
CLI0997,Lucas Souza,997.179.619-66,1970-02-25,Salvador,BA,Varejo,2020-08-28
CLI0998,Eduarda Silva,998.434.721-56,1990-01-19,Recife,PE,Universitário,2025-04-24
CLI0999,Felipe Ribeiro,999.145.397-29,1962-04-16,Salvador,BA,Varejo,2024-10-30
CLI1000,Gabriela Martins,1000.950.696-14,1973-06-18,Brasília,DF,Universitário,2025-04-13
CLI1001,Thiago Barbosa,1001.688.745-80,1997-07-04,Rio de Janeiro,RJ,Varejo,2023-12-02
CLI1002,Gabriela Dias,1002.400.349-52,1981-10-22,Brasília,DF,Private,2020-08-03
CLI1003,Otávio Carvalho,1003.470.181-55,2005-05-12,Fortaleza,CE,Varejo,2022-01-23
CLI1004,Thiago Rodrigues,1004.650.350-62,1972-05-23,Fortaleza,CE,Private,2021-03-21
CLI1005,Nicolas Barbosa,1005.251.689-73,1977-10-09,Salvador,BA,Premium,2023-02-03
CLI1006,Débora Souza,1006.229.990-14,1998-09-14,Porto Alegre,RS,Varejo,2025-09-27
CLI1007,Rafael Barbosa,1007.497.532-55,1971-06-08,Belo Horizonte,MG,Universitário,2025-10-25
CLI1008,Débora Santos,1008.175.856-55,2000-04-09,Rio de Janeiro,RJ,Universitário,2025-01-27
CLI1009,Enzo Melo,1009.816.237-33,2005-09-12,Fortaleza,CE,Varejo,2019-09-16
CLI1010,Karina Araujo,1010.280.620-85,1985-01-21,Salvador,BA,Varejo,2020-08-09
CLI1011,João Costa,1011.493.426-32,1972-11-05,Porto Alegre,RS,Varejo,2020-05-12
CLI1012,Felipe Souza,1012.394.380-72,1999-05-18,Campinas,SP,Premium,2019-11-25
CLI1013,Vanessa Souza,1013.337.782-45,1972-08-25,Porto Alegre,RS,Varejo,2020-04-27
CLI1014,Ana Melo,1014.952.942-13,1993-02-25,Belo Horizonte,MG,Premium,2021-02-28
CLI1015,Guilherme Araujo,1015.402.212-25,1999-11-14,Campinas,SP,Universitário,2023-07-14
CLI1016,Fernanda Oliveira,1016.862.912-38,1966-09-02,Porto Alegre,RS,Private,2019-10-04
CLI1017,Caio Costa,1017.139.543-22,1988-06-26,Brasília,DF,Premium,2024-04-05
CLI1018,Henrique Rodrigues,1018.700.485-38,1977-07-21,São Paulo,SP,Private,2023-04-10
CLI1019,João Rodrigues,1019.303.750-21,1979-03-20,Belo Horizonte,MG,Varejo,2022-11-14
CLI1020,Caio Lima,1020.728.489-90,1981-01-21,Curitiba,PR,Private,2023-06-07
CLI1021,Guilherme Pereira,1021.996.399-95,2003-07-08,Brasília,DF,Universitário,2025-01-24
CLI1022,Igor Gomes,1022.529.557-51,1982-03-12,Fortaleza,CE,Universitário,2019-04-20
CLI1023,Lucas Martins,1023.821.231-71,2003-11-20,Belo Horizonte,MG,Universitário,2025-09-15
CLI1024,Sabrina Costa,1024.367.791-50,1996-11-22,Brasília,DF,Universitário,2022-12-16
CLI1025,Patrícia Pereira,1025.447.751-15,1987-09-05,Recife,PE,Universitário,2022-08-06
CLI1026,Eduarda Nascimento,1026.652.120-12,1994-01-07,Brasília,DF,Varejo,2025-11-26
CLI1027,Aline Santos,1027.631.315-56,1977-10-20,Salvador,BA,Premium,2024-01-04
CLI1028,Karina Carvalho,1028.320.666-41,1961-03-22,Porto Alegre,RS,Varejo,2018-03-24
CLI1029,Bruno Ferreira,1029.389.408-13,1980-08-19,Brasília,DF,Premium,2018-05-19
CLI1030,Helena Oliveira,1030.178.175-74,1997-04-07,Recife,PE,Varejo,2018-03-02
CLI1031,Débora Dias,1031.911.500-34,1988-01-03,Brasília,DF,Private,2022-10-08
CLI1032,Aline Dias,1032.582.485-47,1998-07-14,Porto Alegre,RS,Varejo,2020-06-29
CLI1033,Juliana Rocha,1033.618.350-58,1961-07-18,Recife,PE,Universitário,2022-06-01
CLI1034,Mariana Pereira,1034.557.478-71,1969-10-10,Rio de Janeiro,RJ,Private,2021-09-23
CLI1035,Daniel Rocha,1035.273.312-72,1982-06-04,Belo Horizonte,MG,Varejo,2019-08-02
CLI1036,Bruno Melo,1036.358.521-49,1990-04-24,Brasília,DF,Premium,2018-05-30
CLI1037,Helena Silva,1037.374.806-36,2003-11-05,Salvador,BA,Universitário,2021-07-06
CLI1038,Juliana Souza,1038.535.816-19,1993-09-14,Fortaleza,CE,Premium,2018-02-25
CLI1039,Gabriela Araujo,1039.990.216-14,1998-01-20,Belo Horizonte,MG,Universitário,2019-12-01
CLI1040,Mariana Silva,1040.403.220-65,1986-05-25,Belo Horizonte,MG,Private,2023-11-11
CLI1041,Eduarda Gomes,1041.635.801-36,1993-04-22,Salvador,BA,Private,2023-04-18
CLI1042,Karina Carvalho,1042.283.253-70,1966-01-06,Belo Horizonte,MG,Varejo,2021-07-01
CLI1043,Karina Souza,1043.162.739-69,1974-01-13,Curitiba,PR,Varejo,2021-12-06
CLI1044,João Carvalho,1044.698.846-49,1992-12-12,Salvador,BA,Universitário,2020-11-09
CLI1045,Thiago Rodrigues,1045.205.848-37,1985-02-12,Brasília,DF,Premium,2020-12-12
CLI1046,Thiago Dias,1046.719.383-88,2002-06-21,Brasília,DF,Premium,2019-11-20
CLI1047,Carla Nascimento,1047.250.246-31,2002-08-28,São Paulo,SP,Varejo,2021-08-17
CLI1048,Bruna Melo,1048.434.409-74,1970-07-10,Belo Horizonte,MG,Premium,2024-04-13
CLI1049,Lucas Gomes,1049.958.634-50,1967-01-06,Recife,PE,Premium,2019-11-12
CLI1050,Patrícia Lima,1050.801.223-81,1999-01-23,Belo Horizonte,MG,Private,2019-12-31
CLI1051,Enzo Ribeiro,1051.845.534-37,1977-02-18,São Paulo,SP,Universitário,2022-03-13
CLI1052,Ana Dias,1052.417.436-22,1993-02-03,São Paulo,SP,Private,2023-08-22
CLI1053,Aline Melo,1053.507.144-99,1982-09-13,São Paulo,SP,Private,2025-01-05
CLI1054,Vanessa Araujo,1054.602.277-70,1969-04-27,São Paulo,SP,Varejo,2022-02-22
CLI1055,Helena Rodrigues,1055.184.529-25,1965-01-10,São Paulo,SP,Universitário,2025-02-24
CLI1056,Karina Costa,1056.826.273-85,1992-11-09,Brasília,DF,Varejo,2025-06-14
CLI1057,Gabriela Barbosa,1057.251.846-44,1967-07-14,Recife,PE,Premium,2022-12-22
CLI1058,Isabela Rocha,1058.459.220-53,2001-10-30,Brasília,DF,Varejo,2024-05-08
CLI1059,Débora Oliveira,1059.290.425-85,1961-10-20,Fortaleza,CE,Premium,2018-02-12
CLI1060,João Almeida,1060.865.873-26,1987-11-09,Rio de Janeiro,RJ,Varejo,2022-04-03
CLI1061,Nicolas Pereira,1061.955.292-44,1977-11-15,Porto Alegre,RS,Premium,2021-04-23
CLI1062,Lucas Barbosa,1062.560.949-90,1975-04-18,Rio de Janeiro,RJ,Varejo,2024-07-25
CLI1063,Caio Carvalho,1063.455.761-97,1985-11-24,Recife,PE,Premium,2021-11-02
CLI1064,Gabriela Araujo,1064.367.132-24,1976-09-21,Porto Alegre,RS,Universitário,2019-07-27
CLI1065,Bruna Dias,1065.134.430-99,1969-05-20,Fortaleza,CE,Private,2018-02-02
CLI1066,Juliana Ribeiro,1066.413.266-69,1976-09-13,Salvador,BA,Varejo,2022-12-04
CLI1067,Débora Martins,1067.584.954-41,1982-08-29,Campinas,SP,Private,2024-09-27
CLI1068,Nicolas Carvalho,1068.892.375-83,1995-12-14,Porto Alegre,RS,Varejo,2019-11-03
CLI1069,Thiago Rodrigues,1069.233.779-52,1964-10-28,Brasília,DF,Varejo,2021-06-20
CLI1070,Ana Rodrigues,1070.305.276-48,1987-08-04,Salvador,BA,Varejo,2020-01-27
CLI1071,Carla Pereira,1071.257.801-81,1993-07-29,Curitiba,PR,Varejo,2023-05-10
CLI1072,Bruna Martins,1072.951.574-41,1968-08-05,Brasília,DF,Universitário,2019-06-11
CLI1073,Mariana Costa,1073.389.939-96,1998-02-03,Salvador,BA,Universitário,2023-12-28
CLI1074,Enzo Pereira,1074.477.470-53,2004-12-26,Campinas,SP,Varejo,2024-11-05
CLI1075,Aline Pereira,1075.241.611-34,1963-12-20,Campinas,SP,Premium,2021-05-21
CLI1076,Mariana Melo,1076.135.367-63,1976-02-08,Belo Horizonte,MG,Premium,2022-06-20
CLI1077,Fernanda Oliveira,1077.454.802-22,1996-04-14,Brasília,DF,Varejo,2019-10-21
CLI1078,Aline Martins,1078.532.889-16,1987-03-07,Recife,PE,Universitário,2020-11-25
CLI1079,Enzo Melo,1079.829.443-78,1992-09-24,Rio de Janeiro,RJ,Varejo,2020-01-03
CLI1080,Eduarda Silva,1080.445.824-85,1983-02-17,Recife,PE,Premium,2023-10-11
CLI1081,Bruno Araujo,1081.388.140-25,2003-12-04,Campinas,SP,Universitário,2022-02-12
CLI1082,Enzo Silva,1082.655.373-32,1986-04-22,Salvador,BA,Private,2022-09-05
CLI1083,Vanessa Souza,1083.465.849-14,1995-07-19,São Paulo,SP,Premium,2019-12-19
CLI1084,Lucas Araujo,1084.805.732-41,2001-02-15,Belo Horizonte,MG,Varejo,2018-11-10
CLI1085,Mariana Barbosa,1085.842.180-53,1987-02-03,Salvador,BA,Universitário,2022-06-30
CLI1086,Daniel Almeida,1086.684.367-48,1981-11-13,Porto Alegre,RS,Varejo,2022-03-13
CLI1087,Débora Ferreira,1087.383.613-95,1964-02-07,Campinas,SP,Universitário,2020-01-13
CLI1088,Isabela Lima,1088.573.713-91,1988-07-17,Recife,PE,Varejo,2020-06-25
CLI1089,Carla Nascimento,1089.394.845-87,2001-04-29,Curitiba,PR,Universitário,2025-02-13
CLI1090,Karina Costa,1090.427.454-66,1973-08-13,Fortaleza,CE,Universitário,2023-08-06
CLI1091,Isabela Martins,1091.133.776-83,1967-01-19,Curitiba,PR,Universitário,2024-04-18
CLI1092,Otávio Araujo,1092.130.259-89,1974-12-16,Brasília,DF,Private,2024-05-02
CLI1093,Sabrina Melo,1093.340.484-78,1971-10-25,Recife,PE,Universitário,2024-10-22
